290; 1564944428.39; 13473; 13883; 13056; 13214
291; 1564944428.43; 13456; 13865; 13045; 13211
292; 1564944428.47; 13463; 13876; 13039; 13195
293; 1564944428.51; 13447; 13853; 13025; 13186
294; 1564944428.56; 13438; 13835; 13007; 13180
295; 1564944428.6; 13432; 13824; 12994; 13180
296; 1564944428.63; 13180; 13845; 13027; 13216
297; 1564944428.67; 13483; 13895; 13068; 13225
298; 1564944428.71; 13476; 13882; 13056; 13217
299; 1564944428.75; 13463; 13871; 13044; 13199
300; 1564944428.8; 13445; 13839; 13012; 13196
301; 1564944428.84; 13452; 13846; 13007; 13187
302; 1564944428.88; 13187; 13833; 12998; 13182
303; 1564944428.92; 13450; 13847; 13006; 13181
304; 1564944428.96; 13181; 13836; 13001; 13181
305; 1564944429.0; 13445; 13837; 12996; 13177
306; 1564944429.04; 13177; 13842; 13014; 13204
307; 1564944429.08; 13471; 13865; 13026; 13200
308; 1564944429.12; 13200; 13839; 13004; 13189
309; 1564944429.16; 13459; 13849; 13006; 13182
310; 1564944429.2; 13182; 13824; 12984; 13166
311; 1564944429.24; 13166; 13832; 13007; 13195
312; 1564944429.28; 13461; 13861; 13031; 13218
313; 1564944429.32; 13478; 13880; 13045; 13218
314; 1564944429.36; 13218; 13874; 13040; 13216
315; 1564944429.4; 13478; 13869; 13035; 13226
316; 1564944429.44; 13226; 13893; 13059; 13235
317; 1564944429.48; 13494; 13882; 13049; 13230
318; 1564944429.52; 13230; 13870; 13035; 13211
319; 1564944429.56; 13211; 13870; 13040; 13221
320; 1564944429.6; 13221; 13879; 13056; 13246
321; 1564944429.64; 13246; 13906; 13079; 13270
322; 1564944429.68; 13538; 13934; 13094; 13260
323; 1564944429.72; 13260; 13907; 13078; 13257
324; 1564944429.76; 13526; 13923; 13089; 13263
325; 1564944429.8; 13263; 13913; 13080; 13256
326; 1564944429.84; 13518; 13906; 13067; 13245
327; 1564944429.88; 13245; 13889; 13047; 13223
328; 1564944429.92; 13487; 13878; 13041; 13223
329; 1564944429.96; 13223; 13865; 13023; 13202
330; 1564944430.0; 13472; 13869; 13042; 13225
331; 1564944430.04; 13225; 13875; 13047; 13224
332; 1564944430.08; 13490; 13874; 13032; 13211
333; 1564944430.12; 13211; 13865; 13036; 13222
334; 1564944430.16; 13492; 13887; 13049; 13232
